ABS,Adjustable_Seat,Bore,Cam_Type,Carburettor,Charging_Method,Clutch_Type,Colour,Compression_Ratio,Cooling,Country_of_Origin,Cylinders,Drive_Type,Dry_Weight,Engine_Config,Engine_Description,Engine_Stroke,Engine_Type,Engine_Voltage,Exhaust_Config,First_Seen,Frame_Material,Front_Brake_Caliper(s),Front_Brake_Description,Front_Brake_Diameter,Front_Suspension,Front_Suspension_Travel,Fuel_Tank_Capacity,Gear_Change_Method,Gear_Number,Gear_Type,Ground_Clearance,Height,Ignition,Kilometers,Last_Modified,Last_Seen,Learner_Approved,Length,Linked_Braking_System,Make,Maximum_Power,Maximum_Power_RPM,Maximum_Torque,Maximum_Torque_RPM,Model,Network_ID,Postcode,Price,Rake_(Caster_Angle),Rear_Brake_Caliper(s),Rear_Brake_Description,Rear_Brake_Diameter,Rear_Suspension,Rear_Suspension_Travel,Recommended_RON,Registration_Expiry,Seat_Height,Seating_Capacity,Seating_Position,Side_Stand,Side_Stand_Start_Inhibitor,Starter,State,Stroke,Suburb,Swingarm_Type,Throttle_Bore,Traction_Control,Trail,URL,Valves_Per_Cylinder,Warranty_in_Months_from_First_Registration,Wet_Operational_Weight,Wheel_Type,Wheelbase,Width,Release_Year,Seller
No,No,74.5,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,1000,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Four_Piston,Hydraulic,310.0,Hydraulic,120.0,17.5,Left_foot_lever,6.0,Manual,130.0,1130.0,CDI_(Capacitive_Discharge_Ignition),1702.0,2019-07-19,2019-07-19,No,2045.0,No,Suzuki,136.0,12014.0,119.0,10058.0,GSXR1000,OAG-AD-17341365,0,13290,23.5,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/01/1970,810.0,2.0,Forward,Yes,Standard,Electric,VIC,57.3,none,Dual_Sided,39.048,No,98.0,https://www.bikesales.com.au/bikes/details/2015-suzuki-gsx-r1000/OAG-AD-17341365/?Cr=65,4.0,24,203.0,Spoke,1405.0,705.0,2015,Dealer
No,No,74.5,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,1000,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Four_Piston,Hydraulic,310.0,Hydraulic,120.0,17.5,Left_foot_lever,6.0,Manual,130.0,1130.0,CDI_(Capacitive_Discharge_Ignition),2016.0,2019-06-28,2019-07-19,No,2045.0,No,Suzuki,136.0,12014.0,119.0,10058.0,GSXR1000,SSE-AD-6166910,2714,14500,23.5,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/05/2020,810.0,2.0,Forward,Yes,Standard,Electric,NSW,57.3,Tocumwal,Dual_Sided,39.048,No,98.0,https://www.bikesales.com.au/bikes/details/2016-suzuki-gsx-r1000/SSE-AD-6166910/?Cr=72,4.0,24,203.0,Spoke,1405.0,705.0,2016,Private
Standard,No,76.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,13.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,1000,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Four_Piston,Hydraulic,320.0,Telescopic,120.0,16.0,Left_foot_lever,6.0,Manual,129.0,1145.0,CDI_(Capacitive_Discharge_Ignition),4812.735,2019-07-19,2019-07-19,No,2075.0,No,Suzuki,148.6,13200.0,120.0,11000.0,GSXR1000,OAG-AD-17360537,0,16995,24.0,Single_Piston,Hydraulic,226.84255434782608,Spring,130.0,95.0,01/01/1970,825.0,2.0,Forward,Standard,Standard,Electric,NT,55.1,none,Dual_Sided,46.0,Standard,98.0,https://www.bikesales.com.au/bikes/details/2017-suzuki-gsx-r1000-abs/OAG-AD-17360537/?Cr=15,4.0,24,202.0,Spoke,1420.0,717.293,2017,Dealer
No,No,76.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,13.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,1000,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Four_Piston,Hydraulic,320.0,Conventional_Fork,120.0,16.0,Left_foot_lever,6.0,Manual,137.33805128205128,1145.0,CDI_(Capacitive_Discharge_Ignition),4812.735,2019-07-19,2019-07-19,No,2075.0,No,Suzuki,148.6,13200.0,120.0,11000.0,GSXR1000R,OAG-AD-17353610,0,22995,26.081707070707118,Single_Piston,Hydraulic,220.0,Shock,130.0,95.0,01/01/1970,825.0,2.0,Forward,Standard,No,Electric,NT,55.1,none,Dual_Sided,42.787,Standard,97.0,https://www.bikesales.com.au/bikes/details/2017-suzuki-gsx-r1000r/OAG-AD-17353610/?Cr=5,4.0,24,203.0,Spoke,1420.0,705.0,2017,Dealer
No,No,65.5,DOHC_(Double_Over_Head_Cam),Constant_velocity,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,174.0,Inline,600,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Four_Piston,Hydraulic,300.0,Spring,120.0,17.4,Left_foot_lever,6.0,Manual,130.0,1135.0,CDI_(Capacitive_Discharge_Ignition),51000.0,2019-06-24,2019-06-30,No,2065.0,No,Suzuki,92.0,13572.0,73.0,11652.0,GSXR600,SSE-AD-6157911,4556,2999,26.3,Double_Piston,Hydraulic,220.0,Shock,130.0,95.0,01/01/1970,830.0,2.0,Forward,Yes,No,Electric,QLD,44.5,Sippy_downs,Dual_Sided,36.5,No,93.1,https://www.bikesales.com.au/bikes/details/2006-suzuki-gsx-r600/SSE-AD-6157911/?Cr=2,4.0,24,187.0,Spoke,1400.0,720.0,2006,Private
No,No,73.0,DOHC_(Double_Over_Head_Cam),Carburettor,Engine,Multi_plate,blue,10.0,Air_&_Oil,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Double_Piston,Hydraulic,310.0,Telescopic,120.0,19.0,Left_foot_lever,6.0,Manual,140.0,1200.0,CDI_(Capacitive_Discharge_Ignition),55000.0,2019-06-30,2019-07-06,No,2130.0,No,Suzuki,74.57,10500.0,89.0,11793.0,GSXR750,SSE-AD-6170086,5108,4500,24.0,Single_Piston,Hydraulic,226.84255434782608,Shock,130.0,91.0,01/09/2019,755.0,2.0,Forward,Yes,No,Electric,SA,44.7,Paralowie,Dual_Sided,38.0,No,96.0,https://www.bikesales.com.au/bikes/details/1990-suzuki-gsx-r750/SSE-AD-6170086/?Cr=7,4.0,0,186.0,Spoke,1425.0,620.0,1990,Private
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,none,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Four_Piston,Calliper,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,CDI_(Capacitive_Discharge_Ignition),28234.0,2019-07-19,2019-07-19,No,2030.0,No,Suzuki,110.0,11973.0,90.0,12000.0,GSXR750,OAG-AD-17343059,0,8990,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/09/2019,810.0,2.0,Forward,Standard,No,Electric,NSW,48.7,none,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2014-suzuki-gsx-r750/OAG-AD-17343059/?Cr=38,4.0,24,190.0,Spoke,1390.0,710.0,2014,Dealer
No,No,70.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,173.0,Inline,750,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,132.0,1135.0,Electronic,4100.0,2019-06-26,2019-07-12,No,2030.0,No,Suzuki,110.3,13200.0,90.0,12000.0,GSXR750,SSE-AD-6164216,2205,11500,24.0,Single_Piston,Hydraulic,220.0,Spring,130.0,95.0,01/10/2019,810.0,2.0,Forward,Standard,No,Electric,NSW,48.7,Arncliffe,Dual_Sided,33.531,No,96.0,https://www.bikesales.com.au/bikes/details/2017-suzuki-gsx-r750-my18/SSE-AD-6164216/?Cr=50,4.0,24,190.0,Spoke,1390.0,710.0,2017,Private
No,No,81.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Alternator_&_Regulator-Rectifier,Multi_plate,grey,11.0,Liquid,JAPAN,4.0,Chain,215.0,Inline,1300,4.0,Piston,12.0,4_into_2,2019-06-30,Aluminium,Six_Piston,Disc,320.0,Telescopic,120.0,21.0,Left_foot_lever,6.0,Manual,137.33805128205128,1125.6576243321003,CDI_(Capacitive_Discharge_Ignition),71953.0,2019-07-19,2019-07-19,No,2055.1309290474323,No,Suzuki,129.0,9800.0,150.0,7000.0,Hayabusa(GSX1300R),OAG-AD-17346597,0,6490,24.0,Four_Piston,Disc,240.0,Spring,130.0,95.0,01/01/1970,808.6423830901606,2.0,Forward,Standard,No,Electric,WA,63.0,none,Dual_Sided,46.0,No,97.0,https://www.bikesales.com.au/bikes/details/2005-suzuki-hayabusa-gsx1300r/OAG-AD-17346597/?Cr=4,4.0,24,265.0,Aluminium,1482.0,717.293,2005,Dealer
No,No,74.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,gold,12.0,Liquid,UNITED_KINGDOM,3.0,Chain,165.0,Inline,675,4.0,Piston,12.0,3_into_1,2019-06-30,Aluminium,Four_Piston,Hydraulic,308.0,Upside_Down,110.0,17.4,Left_foot_lever,6.0,Manual,137.33805128205128,1109.0,Digital,24000.0,2019-06-27,2019-07-19,No,2010.0,No,Triumph,91.72,12500.0,80.0,12000.0,Daytona675,SSE-AD-6165314,2444,6200,23.5,Single_Piston,Hydraulic,220.0,Shock,130.0,95.0,01/11/2019,825.0,2.0,Forward,Standard,No,Electric,NSW,52.3,Port_macquarie,Dual_Sided,40.5,No,86.8,https://www.bikesales.com.au/bikes/details/2006-triumph-daytona-675/SSE-AD-6165314/?Cr=7,4.0,0,185.0,Spoke,1392.0,673.0,2006,Private
No,No,76.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,red,13.0,Liquid,UNITED_KINGDOM,3.0,Chain,167.0,Inline,675,4.0,Piston,12.0,3_into_1,2019-06-30,Aluminium,Four_Piston,Hydraulic,310.0,Upside_Down,110.0,17.4,Left_foot_lever,6.0,Manual,137.33805128205128,1112.0,CDI_(Capacitive_Discharge_Ignition),18260.0,2019-07-19,2019-07-19,No,2045.0,No,Triumph,94.0,12500.0,80.0,12000.0,Daytona675,OAG-AD-17325083,0,9990,22.9,Single_Piston,Hydraulic,220.0,Shock,129.0,95.0,01/11/2019,820.0,2.0,Forward,Yes,Standard,Electric,QLD,49.6,none,Dual_Sided,42.787,No,87.2,https://www.bikesales.com.au/bikes/details/2015-triumph-daytona-675/OAG-AD-17325083/?Cr=26,4.0,24,185.0,Spoke,1375.0,695.0,2015,Dealer
Standard,No,76.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,13.0,Liquid,UNITED_KINGDOM,3.0,Chain,167.0,Inline,675,4.0,Piston,12.0,3_into_1,2019-06-30,Aluminium,Four_Piston,Disc,310.0,Upside_Down,120.0,17.4,Left_foot_lever,6.0,Manual,137.33805128205128,1112.0,CDI_(Capacitive_Discharge_Ignition),5200.0,2019-07-19,2019-07-19,No,2045.0,No,Triumph,94.0,12500.0,80.0,12000.0,Daytona675R,OAG-AD-17341682,0,12990,23.0,Single_Piston,Hydraulic,220.0,Shock,133.0,95.0,01/09/2019,830.0,2.0,Forward,Yes,No,Electric,NSW,49.6,none,Dual_Sided,42.787,No,87.9,https://www.bikesales.com.au/bikes/details/2015-triumph-daytona-675-r-my16/OAG-AD-17341682/?Cr=19,4.0,24,185.0,Spoke,1375.0,695.0,2015,Dealer
No,No,74.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,11.0,Liquid,JAPAN,4.0,Chain,174.0,Inline,1000,4.0,Piston,12.0,4_into_1,2019-06-30,Steel,Four_Piston,Hydraulic,298.0,Upside_Down,120.0,18.0,Left_foot_lever,6.0,Manual,140.0,1105.0,Digital,57000.0,2019-06-30,2019-07-19,No,2040.0,No,Yamaha,111.86,10000.0,119.0,10058.0,YZFR1,SSE-AD-6170054,4118,3000,24.0,Double_Piston,Hydraulic,245.0,Shock,130.0,95.0,01/01/1970,820.0,2.0,Forward,Standard,Standard,Electric,QLD,58.0,Browns_plains,Dual_Sided,40.0,No,103.0,https://www.bikesales.com.au/bikes/details/2003-yamaha-yzf-r1/SSE-AD-6170054/?Cr=1,4.0,0,202.0,Spoke,1395.0,705.0,2003,Private
No,No,74.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,white,12.0,Liquid,JAPAN,4.0,Chain,174.0,Inline,1000,4.0,Piston,12.0,4_into_1,2019-06-30,Steel,Four_Piston,Hydraulic,298.0,Upside_Down,120.0,18.0,Left_foot_lever,6.0,Manual,135.0,1105.0,Digital,28150.0,2019-07-19,2019-07-19,No,2065.0,No,Yamaha,111.86,10000.0,119.0,10058.0,YZFR1,OAG-AD-17359132,0,7995,24.0,Single_Piston,Hydraulic,245.0,Shock,130.0,95.0,01/01/1970,835.0,2.0,Forward,Standard,Standard,Electric,QLD,58.0,none,Dual_Sided,40.0,No,97.0,https://www.bikesales.com.au/bikes/details/2007-yamaha-yzf-r1/OAG-AD-17359132/?Cr=31,4.0,0,193.0,Spoke,1395.0,720.0,2007,Dealer
No,No,78.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,177.0,Inline,1000,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Six_Piston,Hydraulic,310.0,Telescopic,120.0,18.0,Left_foot_lever,6.0,Manual,135.0,1110.0,Digital,51720.0,2019-07-19,2019-07-19,No,2060.0,No,Yamaha,140.0,10000.0,119.0,10058.0,YZFR1,OAG-AD-17365386,0,8990,24.0,Double_Piston,Disc,220.0,Other,130.0,95.0,01/01/1970,835.0,2.0,Forward,Standard,Standard,Electric,QLD,52.2,none,Dual_Sided,48.0,No,97.0,https://www.bikesales.com.au/bikes/details/2009-yamaha-yzf-r1-my10/OAG-AD-17365386/?Cr=48,4.0,0,193.0,Spoke,1415.0,720.0,2009,Dealer
No,No,78.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,12.0,Liquid,JAPAN,4.0,Chain,177.0,Inline,1000,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Six_Piston,Hydraulic,310.0,Telescopic,120.0,18.0,Left_foot_lever,6.0,Manual,135.0,1110.0,Digital,33908.0,2019-07-19,2019-07-19,No,2060.0,No,Yamaha,140.0,10000.0,119.0,10058.0,YZFR1,OAG-AD-17136946,0,9995,24.0,Double_Piston,Disc,220.0,Other,130.0,95.0,01/12/2018,835.0,2.0,Forward,Standard,Standard,Electric,QLD,52.2,none,Dual_Sided,48.0,No,97.0,https://www.bikesales.com.au/bikes/details/2009-yamaha-yzf-r1-my10/OAG-AD-17136946/?Cr=58,4.0,0,193.0,Spoke,1415.0,720.0,2009,Dealer
No,No,78.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,12.0,Liquid,JAPAN,4.0,Chain,177.0,Inline,1000,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Six_Piston,Hydraulic,310.0,Telescopic,120.0,18.0,Left_foot_lever,6.0,Manual,135.0,1110.0,Digital,32000.0,2019-06-26,2019-07-19,No,2060.0,No,Yamaha,133.9,12500.0,120.0,10000.0,YZFR1,SSE-AD-6088497,3222,10000,24.0,Double_Piston,Disc,220.0,Shock,130.0,95.0,01/04/2020,835.0,2.0,Forward,Standard,Standard,Electric,VIC,52.2,Clifton_springs,Dual_Sided,48.0,No,97.0,https://www.bikesales.com.au/bikes/details/2010-yamaha-yzf-r1/SSE-AD-6088497/?Cr=60,4.0,0,193.0,Spoke,1415.0,720.0,2010,Private
No,No,78.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,white,12.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,1000,4.0,Piston,12.0,4_into_2,2019-06-30,Aluminium,Six_Piston,Hydraulic,310.0,Telescopic,120.0,18.0,Left_foot_lever,6.0,Manual,135.0,1130.0,Digital,12000.0,2019-06-30,2019-07-19,No,2070.0,No,Yamaha,134.0,12014.0,119.0,10058.0,YZFR1,SSE-AD-6161108,2444,12200,24.0,Double_Piston,Hydraulic,220.0,Shock,120.0,95.0,01/12/2019,835.0,2.0,Forward,Standard,Standard,Electric,NSW,52.2,Port_macquarie,Dual_Sided,48.0,Standard,97.0,https://www.bikesales.com.au/bikes/details/2012-yamaha-yzf-r1/SSE-AD-6161108/?Cr=79,4.0,24,206.0,Aluminium,1415.0,715.0,2012,Private
No,No,79.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,blue,13.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,1000,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1150.0,Digital,3688.0,2019-07-19,2019-07-19,No,2055.0,No,Yamaha,134.0,12014.0,119.0,10058.0,YZFR1,OAG-AD-17359028,0,16990,24.0,Single_Piston,Hydraulic,220.0,Shock,120.0,95.0,01/03/2020,855.0,2.0,Forward,Standard,Standard,Electric,VIC,50.9,none,Dual_Sided,49.6,Standard,97.0,https://www.bikesales.com.au/bikes/details/2015-yamaha-yzf-r1/OAG-AD-17359028/?Cr=99,4.0,24,199.0,Spoke,1405.0,690.0,2015,Dealer
No,No,79.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,blue,13.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,1000,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1150.0,Digital,3553.0,2019-06-14,2019-07-19,No,2055.0,No,Yamaha,134.0,12014.0,119.0,10058.0,YZFR1,SSE-AD-5853789,2528,17900,24.0,Single_Piston,Hydraulic,220.0,Shock,120.0,95.0,01/06/2019,855.0,2.0,Forward,Standard,Standard,Electric,NSW,50.9,Barrack_heights,Dual_Sided,49.6,Standard,97.0,https://www.bikesales.com.au/bikes/details/2015-yamaha-yzf-r1/SSE-AD-5853789/?Cr=101,4.0,24,199.0,Spoke,1405.0,690.0,2015,Private
No,No,79.0,DOHC_(Double_Over_Head_Cam),Digital_fuel_injection,Engine,Multi_plate,blue,13.0,Liquid,JAPAN,4.0,Chain,187.0,Inline,1000,4.0,Piston,12.0,4_into_1,2019-06-30,Aluminium,Four_Piston,Hydraulic,310.0,Telescopic,120.0,17.0,Left_foot_lever,6.0,Manual,130.0,1150.0,Digital,10500.0,2019-05-25,2019-07-12,No,2055.0,No,Yamaha,134.0,12014.0,119.0,10058.0,YZFR1,SSE-AD-6106695,5169,18000,24.0,Single_Piston,Hydraulic,220.0,Shock,120.0,95.0,01/07/2019,855.0,2.0,Forward,Standard,Standard,Electric,SA,50.9,Seaford_meadows,Dual_Sided,49.6,Standard,97.0,https://www.bikesales.com.au/bikes/details/2016-yamaha-yzf-r1/SSE-AD-6106695/?Cr=105,4.0,24,199.0,Spoke,1405.0,690.0,2016,Private
No,No,57.0,SOHC_(Single_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,10.0,Liquid,INDIA,1.0,Chain,128.0,Vertical,150,4.0,Electric,12.0,1_into_1,2019-06-30,Steel,Double_Piston,Disc,309.3540396881644,Telescopic,120.0,12.0,Left_foot_lever,6.0,Manual,160.0,1070.0,CDI_(Capacitive_Discharge_Ignition),24400.0,2019-06-26,2019-07-19,Yes,1995.0,No,Yamaha,13.0,8500.0,20.0,7000.0,YZFR15,SSE-AD-6163308,3182,1500,26.0,Single_Piston,Disc,226.84255434782608,Other,130.0,95.0,01/08/2019,790.0,2.0,Forward,Yes,No,Electric,VIC,58.7,St_kilda,Dual_Sided,26.0,No,100.0,https://www.bikesales.com.au/bikes/details/2012-yamaha-yzf-r15/SSE-AD-6163308/?Cr=1,4.0,24,131.0,Spoke,1290.0,670.0,2012,Private
No,No,57.0,SOHC_(Single_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,10.0,Liquid,INDIA,1.0,Chain,128.0,Vertical,150,4.0,Electric,12.0,1_into_1,2019-06-30,Steel,Four_Piston,Disc,309.3540396881644,Telescopic,120.0,12.0,Left_foot_lever,6.0,Manual,160.0,1070.0,CDI_(Capacitive_Discharge_Ignition),11826.0,2019-06-30,2019-07-12,Yes,1995.0,No,Yamaha,13.0,8500.0,20.0,7000.0,YZFR15,SSE-AD-6169029,2209,2200,26.0,Single_Piston,Disc,226.84255434782608,Other,130.0,95.0,01/01/2020,790.0,2.0,Forward,Yes,No,Electric,NSW,58.7,Beverly_hills,Dual_Sided,26.0,No,100.0,https://www.bikesales.com.au/bikes/details/2011-yamaha-yzf-r15/SSE-AD-6169029/?Cr=4,4.0,24,131.0,Spoke,1290.0,670.0,2011,Private
No,No,57.0,SOHC_(Single_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,10.0,Liquid,INDIA,1.0,Chain,128.0,Forward-Inclined,150,4.0,Piston,12.0,1_into_1,2019-06-30,Steel,Double_Piston,Hydraulic,309.3540396881644,Telescopic,120.0,12.0,Left_foot_lever,6.0,Manual,160.0,1070.0,CDI_(Capacitive_Discharge_Ignition),38894.0,2019-07-19,2019-07-19,Yes,1970.0,No,Yamaha,13.0,8500.0,20.0,7000.0,YZFR15,OAG-AD-17247413,0,2490,26.0,Single_Piston,Disc,220.0,Other,130.0,95.0,01/05/2019,800.0,2.0,Forward,Yes,No,Electric,QLD,58.7,none,Dual_Sided,26.0,No,100.0,https://www.bikesales.com.au/bikes/details/2014-yamaha-yzf-r15-my15/OAG-AD-17247413/?Cr=8,4.0,12,136.0,Spoke,1345.0,670.0,2014,Dealer
No,No,57.0,SOHC_(Single_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,blue,10.0,Liquid,INDIA,1.0,Chain,128.0,Vertical,150,4.0,Electric,12.0,1_into_1,2019-06-30,Steel,Double_Piston,Hydraulic,309.3540396881644,Telescopic,120.0,12.0,Left_foot_lever,6.0,Manual,160.0,1070.0,CDI_(Capacitive_Discharge_Ignition),1320.0,2019-06-25,2019-07-19,Yes,1970.0,No,Yamaha,13.0,8500.0,20.0,7000.0,YZFR15,SSE-AD-6163172,2750,2500,26.0,Single_Piston,Disc,220.0,Other,130.0,95.0,01/01/2020,800.0,2.0,Forward,Yes,No,Electric,NSW,58.7,South_penrith,Dual_Sided,26.0,No,100.0,https://www.bikesales.com.au/bikes/details/2012-yamaha-yzf-r15-my13/SSE-AD-6163172/?Cr=11,4.0,12,136.0,Spoke,1345.0,670.0,2012,Private
No,No,57.0,SOHC_(Single_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,10.0,Liquid,INDIA,1.0,Chain,128.0,Vertical,150,4.0,Electric,12.0,1_into_1,2019-06-30,Steel,Double_Piston,Hydraulic,309.3540396881644,Telescopic,120.0,12.0,Left_foot_lever,6.0,Manual,160.0,1070.0,CDI_(Capacitive_Discharge_Ignition),1022.0,2019-06-26,2019-07-19,Yes,1970.0,No,Yamaha,13.0,8500.0,20.0,7000.0,YZFR15,SSE-AD-6162209,2190,3000,26.0,Single_Piston,Disc,220.0,Other,130.0,95.0,01/02/2020,800.0,2.0,Forward,Yes,No,Electric,NSW,58.7,Greenacre,Dual_Sided,26.0,No,100.0,https://www.bikesales.com.au/bikes/details/2013-yamaha-yzf-r15/SSE-AD-6162209/?Cr=15,4.0,12,136.0,Spoke,1345.0,670.0,2013,Private
No,No,57.0,SOHC_(Single_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,none,10.0,Liquid,INDIA,1.0,Chain,128.0,Forward-Inclined,150,4.0,Piston,12.0,1_into_1,2019-06-30,Steel,Double_Piston,Hydraulic,309.3540396881644,Telescopic,120.0,12.0,Left_foot_lever,6.0,Manual,160.0,1070.0,CDI_(Capacitive_Discharge_Ignition),1.0,2019-07-19,2019-07-19,Yes,1970.0,No,Yamaha,13.0,8500.0,20.0,7000.0,YZFR15,OAG-AD-17359703,0,4490,26.0,Single_Piston,Disc,220.0,Other,130.0,95.0,01/01/1970,800.0,2.0,Forward,Standard,No,Electric,VIC,58.7,none,Dual_Sided,26.0,No,100.0,https://www.bikesales.com.au/bikes/details/2016-yamaha-yzf-r15/OAG-AD-17359703/?Cr=22,4.0,12,136.0,Spoke,1345.0,670.0,2016,Dealer
Standard,No,68.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,black,11.0,Liquid,INDONESIA,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-30,Steel,Double_Piston,Hydraulic,298.0,Telescopic,130.0,14.0,Left_foot_lever,6.0,Manual,160.0,1135.0,CDI_(Capacitive_Discharge_Ignition),32101.0,2019-07-06,2019-07-06,Yes,2090.0,No,Yamaha,31.0,10750.0,30.0,9000.0,YZFR3,OAG-AD-17343367,0,3990,26.081707070707118,Single_Piston,Hydraulic,220.0,Shock,125.0,95.0,01/08/2019,780.0,2.0,Forward,Standard,No,Electric,QLD,44.1,none,Dual_Sided,38.0,No,97.0,https://www.bikesales.com.au/bikes/details/2015-yamaha-yzf-r3/OAG-AD-17343367/?Cr=4,4.0,24,169.0,Spoke,1380.0,720.0,2015,Dealer
Standard,No,68.0,DOHC_(Double_Over_Head_Cam),Electronic_fuel_injection,Engine,Multi_plate,white,11.0,Liquid,INDONESIA,2.0,Chain,160.0,Parallel,300,4.0,Piston,12.0,2_into_1,2019-06-30,Steel,Double_Piston,Hydraulic,298.0,Telescopic,130.0,14.0,Left_foot_lever,6.0,Manual,160.0,1135.0,CDI_(Capacitive_Discharge_Ignition),6078.0,2019-07-19,2019-07-19,Yes,2090.0,No,Yamaha,31.0,10750.0,30.0,9000.0,YZFR3,OAG-AD-17183286,0,4490,26.081707070707118,Single_Piston,Hydraulic,220.0,Shock,125.0,95.0,01/01/1970,780.0,2.0,Forward,Standard,No,Electric,VIC,44.1,none,Dual_Sided,38.0,No,97.0,https://www.bikesales.com.au/bikes/details/2015-yamaha-yzf-r3/OAG-AD-17183286/?Cr=16,4.0,24,169.0,Spoke,1380.0,720.0,2015,Dealer
